contractSymbol,option_type,expiry,dte,strike,spot,moneyness,lastPrice,bid,ask,mid,spread,volume,openInterest,impliedVolatility,lastTradeDate
AAPL260501P00277500,put,2026-05-01,11,277.5,272.56500244140625,1.0181057638155677,9.42,9.6,9.75,9.675,0.15000000000000036,1.0,38,0.35315588256835934,2026-04-20 14:57:41
AAPL260501P00280000,put,2026-05-01,11,280.0,272.56500244140625,1.0272778878139062,11.26,11.2,11.5,11.35,0.3000000000000007,62.0,1030,0.3601748553466796,2026-04-20 15:02:12
AAPL260501P00282500,put,2026-05-01,11,282.5,272.56500244140625,1.0364500118122446,12.45,12.35,13.25,12.8,0.9000000000000004,7.0,45,0.36084623535156246,2026-04-20 13:53:43
AAPL260501P00285000,put,2026-05-01,11,285.0,272.56500244140625,1.045622135810583,15.0,14.05,15.2,14.625,1.1499999999999986,5.0,224,0.36694968994140625,2026-04-20 15:04:19
AAPL260501P00290000,put,2026-05-01,11,290.0,272.56500244140625,1.06396638380726,20.25,17.75,20.15,18.95,2.3999999999999986,2.0,4,0.43530838134765626,2026-04-17 18:35:34
AAPL260501P00292500,put,2026-05-01,11,292.5,272.56500244140625,1.0731385078055984,23.5,19.85,22.35,21.1,2.5,9.0,9,0.4480035668945312,2026-04-17 14:41:08
AAPL260501P00300000,put,2026-05-01,11,300.0,272.56500244140625,1.1006548798006137,28.71,26.4,29.6,28.0,3.200000000000003,4.0,4,0.5212450219726561,2026-04-17 15:05:24
AAPL260508C00220000,call,2026-05-08,18,220.0,272.56500244140625,0.8071469118537834,51.2,51.25,54.55,52.9,3.299999999999997,1.0,105,0.7355983471679688,2026-04-17 17:26:59
AAPL260508C00225000,call,2026-05-08,18,225.0,272.56500244140625,0.8254911598504603,37.9,46.45,49.2,47.825,2.75,2.0,5,0.6413610083007812,2026-04-10 15:05:54
AAPL260508C00230000,call,2026-05-08,18,230.0,272.56500244140625,0.8438354078471373,44.43,41.9,44.3,43.099999999999994,2.3999999999999986,2.0,32,0.594730615234375,2026-04-20 14:32:40
AAPL260508C00235000,call,2026-05-08,18,235.0,272.56500244140625,0.8621796558438142,39.32,36.75,39.45,38.1,2.700000000000003,5.0,48,0.5512740185546876,2026-04-20 14:30:49
AAPL260508C00240000,call,2026-05-08,18,240.0,272.56500244140625,0.8805239038404911,24.9,32.75,34.05,33.4,1.2999999999999972,16.0,506,0.4594780615234375,2026-04-16 15:21:50
AAPL260508C00245000,call,2026-05-08,18,245.0,272.56500244140625,0.898868151837168,26.05,28.15,29.3,28.725,1.1500000000000021,2.0,81,0.4244442321777344,2026-04-17 14:39:03
AAPL260508C00250000,call,2026-05-08,18,250.0,272.56500244140625,0.9172123998338448,25.95,23.7,24.25,23.975,0.5500000000000007,30.0,804,0.36340968627929693,2026-04-20 14:24:16
AAPL260508C00255000,call,2026-05-08,18,255.0,272.56500244140625,0.9355566478305217,21.4,19.45,19.8,19.625,0.3500000000000014,8.0,418,0.34009448974609374,2026-04-20 14:04:19
AAPL260508C00260000,call,2026-05-08,18,260.0,272.56500244140625,0.9539008958271986,16.16,15.6,16.0,15.8,0.40000000000000036,195.0,1177,0.3390569024658203,2026-04-20 14:41:52
AAPL260508C00265000,call,2026-05-08,18,265.0,272.56500244140625,0.9722451438238755,12.35,12.05,12.35,12.2,0.29999999999999893,56.0,1294,0.3265448205566406,2026-04-20 15:03:03
AAPL260508C00270000,call,2026-05-08,18,270.0,272.56500244140625,0.9905893918205524,9.12,9.05,9.2,9.125,0.14999999999999858,474.0,1915,0.317389638671875,2026-04-20 15:05:41
AAPL260508C00275000,call,2026-05-08,18,275.0,272.56500244140625,1.0089336398172293,6.52,6.45,6.6,6.525,0.14999999999999947,606.0,4246,0.3108589422607422,2026-04-20 15:06:01
AAPL260508C00280000,call,2026-05-08,18,280.0,272.56500244140625,1.0272778878139062,4.5,4.4,4.6,4.5,0.1999999999999993,649.0,2958,0.30811238769531246,2026-04-20 15:06:19
AAPL260508C00285000,call,2026-05-08,18,285.0,272.56500244140625,1.045622135810583,3.11,2.97,3.1,3.035,0.1299999999999999,159.0,1654,0.30676962768554683,2026-04-20 14:59:25
AAPL260508C00290000,call,2026-05-08,18,290.0,272.56500244140625,1.06396638380726,1.95,1.92,1.99,1.955,0.07000000000000006,344.0,3747,0.3043282458496094,2026-04-20 15:07:19
AAPL260508C00295000,call,2026-05-08,18,295.0,272.56500244140625,1.0823106318039368,1.34,1.23,1.28,1.255,0.050000000000000044,1046.0,1578,0.3064034204101562,2026-04-20 14:55:14
AAPL260508C00300000,call,2026-05-08,18,300.0,272.56500244140625,1.1006548798006137,0.79,0.78,0.81,0.795,0.030000000000000027,114.0,2419,0.3090889404296875,2026-04-20 15:04:18
AAPL260508C00305000,call,2026-05-08,18,305.0,272.56500244140625,1.1189991277972906,0.52,0.49,0.52,0.505,0.030000000000000027,73.0,941,0.31445998046874996,2026-04-20 15:04:35
AAPL260508C00310000,call,2026-05-08,18,310.0,272.56500244140625,1.1373433757939675,0.37,0.31,0.37,0.33999999999999997,0.06,85.0,226,0.32617861328125,2026-04-20 14:37:54
AAPL260508C00315000,call,2026-05-08,18,315.0,272.56500244140625,1.1556876237906444,0.23,0.18,0.24,0.21,0.06,10.0,36,0.3320379296875,2026-04-20 13:34:51
AAPL260508C00320000,call,2026-05-08,18,320.0,272.56500244140625,1.1740318717873213,0.16,0.11,0.16,0.135,0.05,63.0,27,0.3393620751953125,2026-04-20 13:56:39
AAPL260508C00325000,call,2026-05-08,18,325.0,272.56500244140625,1.1923761197839984,0.11,0.07,0.11,0.09,0.039999999999999994,12.0,13,0.34766277343749996,2026-04-20 14:29:49
AAPL260508P00220000,put,2026-05-08,18,220.0,272.56500244140625,0.8071469118537834,0.2,0.17,0.21,0.19,0.03999999999999998,23.0,922,0.46533737792968755,2026-04-20 15:07:18
AAPL260508P00225000,put,2026-05-08,18,225.0,272.56500244140625,0.8254911598504603,0.25,0.25,0.33,0.29000000000000004,0.08000000000000002,9.0,434,0.45654840332031255,2026-04-20 13:56:40
AAPL260508P00230000,put,2026-05-08,18,230.0,272.56500244140625,0.8438354078471373,0.35,0.33,0.4,0.365,0.07,103.0,2579,0.42676354492187507,2026-04-20 14:42:20
AAPL260508P00235000,put,2026-05-08,18,235.0,272.56500244140625,0.8621796558438142,0.45,0.43,0.53,0.48,0.10000000000000003,9.0,513,0.40405869384765625,2026-04-20 14:23:37
AAPL260508P00240000,put,2026-05-08,18,240.0,272.56500244140625,0.8805239038404911,0.7,0.68,0.75,0.7150000000000001,0.06999999999999995,156.0,677,0.3864807446289062,2026-04-20 14:56:03
AAPL260508P00245000,put,2026-05-08,18,245.0,272.56500244140625,0.898868151837168,1.03,1.0,1.05,1.025,0.050000000000000044,100.0,2430,0.36804831176757813,2026-04-20 15:03:07
AAPL260508P00250000,put,2026-05-08,18,250.0,272.56500244140625,0.9172123998338448,1.46,1.47,1.56,1.5150000000000001,0.09000000000000008,296.0,1189,0.3562076098632812,2026-04-20 14:55:55
AAPL260508P00255000,put,2026-05-08,18,255.0,272.56500244140625,0.9355566478305217,2.19,2.17,2.32,2.245,0.1499999999999999,112.0,419,0.34668622070312494,2026-04-20 15:03:07
AAPL260508P00260000,put,2026-05-08,18,260.0,272.56500244140625,0.9539008958271986,3.13,3.2,3.35,3.2750000000000004,0.1499999999999999,499.0,1037,0.33612724426269536,2026-04-20 14:55:55
AAPL260508P00265000,put,2026-05-08,18,265.0,272.56500244140625,0.9722451438238755,4.45,4.55,4.75,4.65,0.20000000000000018,215.0,675,0.32617861328125,2026-04-20 14:51:05
AAPL260508P00270000,put,2026-05-08,18,270.0,272.56500244140625,0.9905893918205524,6.65,6.5,6.65,6.575,0.15000000000000036,162.0,204,0.31909860595703116,2026-04-20 15:06:12
AAPL260508P00275000,put,2026-05-08,18,275.0,272.56500244140625,1.0089336398172293,8.61,8.85,9.2,9.024999999999999,0.34999999999999964,83.0,75,0.3186103295898437,2026-04-20 14:44:21
AAPL260508P00280000,put,2026-05-08,18,280.0,272.56500244140625,1.0272778878139062,10.8,11.85,12.25,12.05,0.40000000000000036,1.0,6,0.3184882604980468,2026-04-20 14:02:23
AAPL260508P00285000,put,2026-05-08,18,285.0,272.56500244140625,1.045622135810583,15.6,15.0,15.9,15.45,0.9000000000000004,1.0,36,0.3254461987304687,2026-04-20 13:33:46
AAPL260508P00290000,put,2026-05-08,18,290.0,272.56500244140625,1.06396638380726,31.92,18.05,20.25,19.15,2.1999999999999993,10.0,31,0.3513248461914062,2026-04-08 19:53:11
AAPL260508P00300000,put,2026-05-08,18,300.0,272.56500244140625,1.1006548798006137,30.34,26.45,29.9,28.174999999999997,3.4499999999999993,2.0,1,0.4331111376953125,2026-04-17 14:46:19
AAPL260515C00220000,call,2026-05-15,25,220.0,272.56500244140625,0.8071469118537834,50.99,52.35,54.0,53.175,1.6499999999999986,156.0,1732,0.5773968041992188,2026-04-17 19:57:05
AAPL260515C00225000,call,2026-05-15,25,225.0,272.56500244140625,0.8254911598504603,46.52,47.45,49.3,48.375,1.8499999999999943,98.0,735,0.5571333349609376,2026-04-17 17:37:26
AAPL260515C00230000,call,2026-05-15,25,230.0,272.56500244140625,0.8438354078471373,45.0,42.6,43.45,43.025000000000006,0.8500000000000014,3.0,1636,0.4276180285644532,2026-04-20 13:56:53
AAPL260515C00235000,call,2026-05-15,25,235.0,272.56500244140625,0.8621796558438142,39.15,37.15,39.15,38.15,2.0,26.0,2005,0.4480035668945312,2026-04-20 14:47:13
AAPL260515C00240000,call,2026-05-15,25,240.0,272.56500244140625,0.8805239038404911,34.82,33.1,33.75,33.425,0.6499999999999986,31.0,41180,0.36865865722656255,2026-04-20 14:30:49
AAPL260515C00245000,call,2026-05-15,25,245.0,272.56500244140625,0.898868151837168,28.7,28.55,29.15,28.85,0.5999999999999979,7.0,2176,0.352545537109375,2026-04-20 15:06:28
AAPL260515C00250000,call,2026-05-15,25,250.0,272.56500244140625,0.9172123998338448,24.65,24.2,24.4,24.299999999999997,0.1999999999999993,75.0,10100,0.3198310205078124,2026-04-20 15:03:03
AAPL260515C00255000,call,2026-05-15,25,255.0,272.56500244140625,0.9355566478305217,20.38,20.15,20.5,20.325,0.3500000000000014,101.0,12495,0.3253851641845703,2026-04-20 15:02:05
AAPL260515C00260000,call,2026-05-15,25,260.0,272.56500244140625,0.9539008958271986,16.4,16.3,16.5,16.4,0.1999999999999993,236.0,11958,0.3108589422607422,2026-04-20 15:05:45
AAPL260515C00265000,call,2026-05-15,25,265.0,272.56500244140625,0.9722451438238755,13.05,12.75,13.0,12.875,0.25,403.0,11743,0.3034127276611328,2026-04-20 15:01:03
AAPL260515C00270000,call,2026-05-15,25,270.0,272.56500244140625,0.9905893918205524,9.75,9.75,9.9,9.825,0.15000000000000036,8376.0,28198,0.2957834094238281,2026-04-20 15:06:51
AAPL260515C00275000,call,2026-05-15,25,275.0,272.56500244140625,1.0089336398172293,7.23,7.1,7.3,7.199999999999999,0.20000000000000018,1975.0,22487,0.28992409301757804,2026-04-20 15:07:34
AAPL260515C00280000,call,2026-05-15,25,280.0,272.56500244140625,1.0272778878139062,5.12,5.1,5.2,5.15,0.10000000000000053,1639.0,39284,0.2852244329833984,2026-04-20 15:07:50
AAPL260515C00285000,call,2026-05-15,25,285.0,272.56500244140625,1.045622135810583,3.6,3.5,3.6,3.55,0.10000000000000009,1501.0,33548,0.28253891296386713,2026-04-20 15:07:31
AAPL260515C00290000,call,2026-05-15,25,290.0,272.56500244140625,1.06396638380726,2.4,2.4,2.45,2.425,0.050000000000000266,4635.0,19467,0.2823558093261719,2026-04-20 15:07:57
AAPL260515C00295000,call,2026-05-15,25,295.0,272.56500244140625,1.0823106318039368,1.59,1.59,1.64,1.615,0.04999999999999982,2306.0,16712,0.28339339660644525,2026-04-20 15:06:47
AAPL260515C00300000,call,2026-05-15,25,300.0,272.56500244140625,1.1006548798006137,1.06,1.04,1.08,1.06,0.040000000000000036,4529.0,22938,0.28516339843749994,2026-04-20 15:06:59
AAPL260515C00305000,call,2026-05-15,25,305.0,272.56500244140625,1.1189991277972906,0.74,0.68,0.72,0.7,0.039999999999999925,1376.0,7538,0.2890696093749999,2026-04-20 14:59:41
AAPL260515C00310000,call,2026-05-15,25,310.0,272.56500244140625,1.1373433757939675,0.46,0.46,0.48,0.47,0.019999999999999962,548.0,15742,0.2937082348632812,2026-04-20 15:06:04
AAPL260515C00315000,call,2026-05-15,25,315.0,272.56500244140625,1.1556876237906444,0.35,0.3,0.33,0.315,0.030000000000000027,5245.0,2343,0.30005582763671873,2026-04-20 14:39:30
AAPL260515C00320000,call,2026-05-15,25,320.0,272.56500244140625,1.1740318717873213,0.22,0.2,0.22,0.21000000000000002,0.01999999999999999,96.0,8936,0.304694453125,2026-04-20 15:01:31
AAPL260515C00325000,call,2026-05-15,25,325.0,272.56500244140625,1.1923761197839984,0.16,0.13,0.16,0.14500000000000002,0.03,108.0,2220,0.313483427734375,2026-04-20 14:46:05
AAPL260515P00220000,put,2026-05-15,25,220.0,272.56500244140625,0.8071469118537834,0.29,0.28,0.32,0.30000000000000004,0.03999999999999998,287.0,8216,0.42627526855468756,2026-04-20 14:49:32
AAPL260515P00225000,put,2026-05-15,25,225.0,272.56500244140625,0.8254911598504603,0.39,0.38,0.42,0.4,0.03999999999999998,48.0,5426,0.4074766284179688,2026-04-20 15:02:05
AAPL260515P00230000,put,2026-05-15,25,230.0,272.56500244140625,0.8438354078471373,0.54,0.53,0.57,0.55,0.039999999999999925,272.0,25285,0.3913635083007812,2026-04-20 15:00:39
AAPL260515P00235000,put,2026-05-15,25,235.0,272.56500244140625,0.8621796558438142,0.74,0.72,0.76,0.74,0.040000000000000036,168.0,14065,0.3737855590820312,2026-04-20 15:02:05
AAPL260515P00240000,put,2026-05-15,25,240.0,272.56500244140625,0.8805239038404911,1.04,1.01,1.03,1.02,0.020000000000000018,573.0,20990,0.35742830078125,2026-04-20 15:02:17
AAPL260515P00245000,put,2026-05-15,25,245.0,272.56500244140625,0.898868151837168,1.44,1.42,1.47,1.4449999999999998,0.050000000000000044,515.0,12965,0.3464420825195312,2026-04-20 15:06:28
AAPL260515P00250000,put,2026-05-15,25,250.0,272.56500244140625,0.9172123998338448,2.01,2.0,2.04,2.02,0.040000000000000036,542.0,26734,0.33350275878906255,2026-04-20 15:05:05
AAPL260515P00255000,put,2026-05-15,25,255.0,272.56500244140625,0.9355566478305217,2.79,2.81,2.94,2.875,0.1299999999999999,389.0,7345,0.32691102783203124,2026-04-20 15:05:31
AAPL260515P00260000,put,2026-05-15,25,260.0,272.56500244140625,0.9539008958271986,3.98,3.9,4.0,3.95,0.10000000000000009,1843.0,14322,0.31464308410644526,2026-04-20 15:07:17
AAPL260515P00265000,put,2026-05-15,25,265.0,272.56500244140625,0.9722451438238755,5.3,5.35,5.5,5.425,0.15000000000000036,575.0,6865,0.3068306622314453,2026-04-20 14:59:44
AAPL260515P00270000,put,2026-05-15,25,270.0,272.56500244140625,0.9905893918205524,7.38,7.35,7.5,7.425,0.15000000000000036,1736.0,15407,0.30249720947265624,2026-04-20 15:05:51
AAPL260515P00275000,put,2026-05-15,25,275.0,272.56500244140625,1.0089336398172293,9.86,9.75,9.85,9.8,0.09999999999999964,499.0,1436,0.29480685668945306,2026-04-20 15:06:13
AAPL260515P00280000,put,2026-05-15,25,280.0,272.56500244140625,1.0272778878139062,12.78,12.65,12.8,12.725000000000001,0.15000000000000036,43.0,13286,0.29218237121582025,2026-04-20 15:04:30
AAPL260515P00285000,put,2026-05-15,25,285.0,272.56500244140625,1.045622135810583,14.9,15.75,16.45,16.1,0.6999999999999993,1.0,1390,0.30011686218261713,2026-04-20 14:09:38
AAPL260515P00290000,put,2026-05-15,25,290.0,272.56500244140625,1.06396638380726,19.75,19.15,20.5,19.825,1.3500000000000014,22.0,503,0.31140825317382803,2026-04-20 14:59:08
AAPL260515P00295000,put,2026-05-15,25,295.0,272.56500244140625,1.0823106318039368,46.3,24.2,27.3,25.75,3.1000000000000014,80.0,1,0.43646803771972653,2026-03-20 19:31:53
AAPL260515P00300000,put,2026-05-15,25,300.0,272.56500244140625,1.1006548798006137,27.6,27.95,29.3,28.625,1.3500000000000014,46.0,33,0.3371648315429688,2026-04-20 14:32:22
AAPL260515P00305000,put,2026-05-15,25,305.0,272.56500244140625,1.1189991277972906,40.75,31.5,34.4,32.95,2.8999999999999986,2.0,5,0.3809876354980468,2026-04-15 18:00:02
AAPL260515P00310000,put,2026-05-15,25,310.0,272.56500244140625,1.1373433757939675,38.75,36.25,39.2,37.725,2.950000000000003,10.0,10,0.40454697021484376,2026-04-17 15:23:43
AAPL260515P00315000,put,2026-05-15,25,315.0,272.56500244140625,1.1556876237906444,42.95,41.25,44.5,42.875,3.25,4.0,6,0.4588677160644532,2026-04-17 13:40:18
